column_1,column_2,column_3,column_4
12961,447004,938305,85988
12962,692548,818311,15676
12963,853299,249527,908135
12964,779161,346549,905449
12965,890551,339014,156077
12966,861517,951255,742073
12967,432840,131605,961979
12968,112328,461850,853890
12969,270747,686835,573441
12970,965958,882728,699492
12971,677724,836987,598144
12972,197474,995051,893831
12973,670109,330129,467994
12974,684243,669143,103416
12975,507995,245993,29726
12976,385920,381850,74187
12977,63302,94219,403923
12978,871582,142144,869391
12979,846533,35590,52257
12980,925953,429937,5724
12981,315683,955827,406447
12982,668435,908564,864065
12983,196559,989498,21921
12984,692304,973371,457916
12985,135202,779544,899012
12986,150298,665319,985434
12987,74628,684673,685790
12988,204904,799936,333619
12989,278306,913048,903554
12990,290595,801848,187874
12991,658359,203358,654210
12992,934572,171376,212329
12993,219625,642323,436774
12994,768185,631096,641918
12995,505994,670494,818801
12996,347825,583480,240634
12997,643339,354615,190372
12998,723588,710891,755693
12999,681335,868167,266727
13000,82695,338082,764735
13001,753741,649623,12592
13002,45433,295812,581270
13003,981169,546559,443420
13004,158910,935046,406820
13005,253970,647391,249801
13006,678648,581453,538375
13007,838804,329634,96311
13008,643939,669449,600559
13009,237826,671001,133758
13010,868128,308888,636611
13011,311318,614121,165172
13012,649800,695825,188412
13013,734673,365563,867760
13014,905477,218179,808863
13015,887664,680841,67295
13016,939393,136439,612109
13017,253381,199343,766836
13018,93364,928213,72271
13019,301058,119240,619496
13020,122269,659254,219654
13021,147043,978723,342025
13022,969904,16926,34127
13023,678,90662,489542
13024,48845,134857,138569
13025,99170,597053,900560
13026,659809,673128,391243
13027,59971,365962,129787
13028,360440,56599,528835
13029,381797,285669,3267
13030,382105,970579,867009
13031,925403,522171,331497
13032,770311,581278,745792
13033,549605,682885,459252
13034,658744,724295,648395
13035,882510,132119,29300
13036,670720,590139,25552
13037,145904,69876,399750
13038,776572,953547,409197
13039,47981,852902,379991
13040,884758,591564,286750
13041,277379,555658,499145
13042,127979,210605,782347
13043,194695,75248,468832
13044,655476,869112,543465
13045,53319,124518,733975
13046,483075,880308,390390
13047,988494,667453,818657
13048,20838,59919,976605
13049,167779,23823,467145
13050,167233,748017,563052
13051,765956,156559,451739
13052,953458,534826,86311
13053,85070,903027,314687
13054,801784,543152,899087
13055,117320,790358,795831
13056,229166,326780,69167
13057,102407,238562,176733
13058,965175,708616,705961
13059,86481,33519,50842
13060,139975,865920,223455
13061,369318,879622,27418
13062,318270,500652,841068
13063,233893,85400,140689
13064,91706,734564,686036
13065,685104,408080,553366
13066,539113,1387,588498
13067,479279,580400,33851
13068,268265,852908,727055
13069,336637,128451,220660
13070,221829,650873,716172
13071,897785,629882,129508
13072,763722,235005,473164
13073,351119,843984,43663
13074,897121,195313,577298
13075,492789,987786,518821
13076,253700,45340,315856
13077,555237,135466,962835
13078,158747,706976,167108
13079,429968,26320,408119
13080,202114,49525,928750
13081,324280,450458,850317
13082,62592,62560,402473
13083,426471,602317,245466
13084,168256,327245,408083
13085,228316,211001,490750
13086,293108,534035,783577
13087,782833,202220,515643
13088,800754,255161,806055
13089,413296,857675,669817
13090,350991,303524,516653
13091,811850,682341,527523
13092,731072,558944,543164
13093,897654,106157,477009
13094,282651,292374,613423
13095,683870,156341,834812
13096,132918,711496,577472
13097,155818,375048,863423
13098,626677,940990,115570
13099,763498,312145,53397
13100,846880,831923,347133
13101,105408,987327,69606
13102,544575,527444,140293
13103,376153,318569,698753
13104,54935,598172,769954
13105,198421,406956,559629
13106,8184,769800,387952
13107,693765,768560,947191
13108,34795,688841,331770
13109,724964,64446,591394
13110,698280,956554,636343
13111,181728,1170,748412
13112,760936,979199,703464
13113,496201,159460,984700
13114,907156,225006,299570
13115,376071,758641,415014
13116,91551,208220,486487
13117,496258,812504,401782
13118,481318,309918,324976
13119,997687,33236,608207
13120,6808,912793,628613
13121,889580,718917,938341
13122,676559,51621,825016
13123,440564,344616,239639
13124,563624,776810,417417
13125,949186,907983,138927
13126,621384,857410,590452
13127,479365,363284,596602
13128,473951,530236,278572
13129,342927,680795,780628
13130,6344,318979,732729
13131,126120,896492,31590
13132,609075,635837,137605
13133,803670,557821,106722
13134,72202,516369,296522
13135,849742,637290,124172
13136,984690,144228,693704
13137,608610,676173,292837
13138,174715,39774,537668
13139,543056,769530,636558
13140,32548,331229,878788
13141,229408,684089,507689
13142,242101,283148,557048
13143,233427,984256,263119
13144,917612,789449,547834
13145,477619,776359,522281
13146,374978,248688,69740
13147,290987,371925,856942
13148,417886,87060,563389
13149,48240,771218,443856
13150,329072,102177,4011
13151,503438,267414,876715
13152,824844,85493,441077
13153,15990,665508,172326
13154,351098,60792,213897
13155,319094,831855,483218
13156,366233,402586,313834
13157,262519,721740,58103
13158,126951,880562,202833
13159,640405,942721,90375
13160,467564,236398,291014
13161,776870,363799,858970
13162,496467,820897,341390
13163,249198,739565,282298
13164,293837,922106,37927
13165,201719,584294,810760
13166,679639,716345,348090
13167,175004,874607,236094
13168,113946,799784,860033
13169,544491,509089,102891
13170,317950,627288,599698
13171,223285,165898,34202
13172,881215,178449,844581
13173,735756,470517,909661
13174,64909,152036,304947
13175,326147,102497,464407
13176,999342,877359,177865
13177,701629,54356,237197
13178,967020,278060,54147
13179,736785,196481,203466
13180,645810,821222,137835
13181,815857,368391,938009
13182,227748,248523,864795
13183,814015,743942,404086
13184,532508,647002,499825
13185,712761,776613,339537
13186,260791,672280,446021
13187,463559,929510,293637
13188,563376,222885,819930
13189,252641,777581,986487
13190,81427,357667,39785
13191,276959,697652,61716
13192,48715,36665,13443
13193,607226,419031,620580
13194,538189,976996,308691
13195,476852,663294,841832
13196,434600,766843,902819
13197,351669,833021,529621
13198,995168,588467,487076
13199,766512,84004,574592
13200,243059,978929,178125
13201,829027,272375,298778
13202,99764,871019,174286
13203,702527,141110,290440
13204,699614,436565,320510
13205,436985,968529,700783
13206,739593,594009,676941
13207,698079,878296,912497
13208,112907,656412,948115
13209,963825,917049,696483
13210,89187,7131,453296
13211,230081,165920,386721
13212,804591,655601,973618
13213,675490,139586,682024
13214,985247,900187,687631
13215,707952,736860,2717
13216,671088,660735,568406
13217,979484,451517,903279
13218,510163,691673,379691
13219,529950,185911,786142
13220,218984,687425,382137
13221,171906,300915,271149
13222,33022,326430,689526
13223,217790,431250,790823
13224,861053,884386,659177
13225,201619,469914,936293
13226,904152,645446,750313
13227,890397,296345,261781
13228,715314,35225,451137
13229,602568,653154,171547
13230,571937,916595,820411
13231,854950,211812,975436
13232,270184,637265,459597
13233,413458,692089,190855
13234,839184,578655,508814
13235,439512,160696,570352
13236,659521,432108,641047
13237,487534,946301,873594
13238,46865,748347,724915
13239,816071,484808,840196
13240,808767,400256,809836
13241,367220,76872,522508
13242,617341,808646,678461
13243,520021,561977,747112
13244,376829,955535,85098
13245,584575,879672,720521
13246,282703,299398,416596
13247,707119,70255,258841
13248,550934,39891,243886
13249,393343,990080,317514
13250,524748,344558,961400
13251,376265,410853,866730
13252,376871,109202,622335
13253,209073,644911,969178
13254,505232,26106,51234
13255,393061,445083,836186
13256,413096,573976,225321
13257,207923,862711,167884
13258,186596,336123,521895
13259,687687,760498,448208
13260,153252,584878,182037
13261,82462,332268,146886
13262,217391,477810,252555
13263,644281,648279,738167
13264,935955,669826,744806
13265,228200,103467,740163
13266,71391,339371,498033
13267,572165,608456,733639
13268,659275,487105,120460
13269,74293,842216,621106
13270,604277,473599,741781
13271,132853,213505,461134
13272,594108,849983,465290
13273,276229,243174,661862
13274,193065,931742,279641
13275,798916,475857,765411
13276,741146,507500,515257
13277,617397,967906,126445
13278,408194,758941,834812
13279,836183,649409,76371
13280,741751,581532,888243
13281,856173,37053,519351
13282,769277,96262,910556
13283,187586,613832,831979
13284,402651,281471,472026
13285,963579,136928,837083
13286,806867,582050,502582
13287,603821,297833,739243
13288,914132,24138,471222
13289,244580,604829,392667
13290,819602,501287,376276
13291,219794,121129,753805
13292,658693,578817,325125
13293,694563,722553,109077
13294,499603,239147,989067
13295,907970,3375,682236
13296,590586,278055,603595
13297,947701,494127,194013
13298,559672,707466,732196
13299,147923,9921,878235
13300,510975,398918,74489
13301,137649,140773,71568
13302,400548,253570,910780
13303,845740,35416,292107
13304,949087,263692,511786
13305,821467,77995,740558
13306,582743,174903,334253
13307,196928,405971,245941
13308,66415,137386,606315
13309,659792,146029,896634
13310,621458,511718,362098
13311,33512,81522,126496
13312,620295,131208,846474
13313,331304,918491,254612
13314,336433,461305,288580
13315,153219,246626,547583
13316,135965,107715,570259
13317,862262,701733,970237
13318,621649,795514,710285
13319,31817,901968,900998
13320,101442,739354,191637
13321,685511,979839,610512
13322,672339,680431,632978
13323,822017,741473,56189
13324,231788,128487,384222
13325,354461,638727,370798
13326,601323,26749,587550
13327,792225,692409,810880
13328,456302,353745,977917
13329,468903,908763,395622
13330,547306,804090,583670
13331,350797,373924,448403
13332,242665,890181,913287
13333,596601,735859,75168
13334,797400,130254,588382
13335,170318,537989,424341
13336,398499,306452,184706
13337,181238,165854,843950
13338,572028,754169,741969
13339,243163,864092,325622
13340,761212,1067,238940
13341,565128,125841,880315
13342,966423,172062,450863
13343,104620,635412,105057
13344,831964,39586,582501
13345,899057,353044,135144
13346,652465,291966,684376
13347,488270,789186,359107
13348,237879,308157,886242
13349,165444,55937,26
13350,758282,798192,204889
13351,104002,241290,444789
13352,500651,182119,896313
13353,93243,502151,84119
13354,180780,537280,527397
13355,876373,656580,757241
13356,168440,13798,452668
13357,641096,546155,351138
13358,917451,200360,313699
13359,962656,505924,144961
13360,802686,869146,894048
13361,627160,306743,685813
13362,698470,19973,127359
13363,12709,941469,831242
13364,865020,677952,242433
13365,201095,578004,913450
13366,577854,710686,603000
13367,62167,849364,167376
13368,986093,393552,695415
13369,543317,101041,645374
13370,95996,499777,16699
13371,167577,255280,363313
13372,323979,446250,613928
13373,971172,555275,569720
13374,415449,516341,814053
13375,482695,643490,983088
13376,697738,882936,672466
13377,100163,596463,680246
13378,80675,718698,390648
13379,38978,68442,879580
13380,715509,587136,123282
13381,460199,549345,160312
13382,394652,198808,74506
13383,65566,614842,708186
13384,531991,667458,133583
13385,834870,96116,555320
13386,599822,157977,335785
13387,554255,458660,977264
13388,684852,779161,52032
13389,270977,454790,817690
13390,108508,345114,547703
13391,136314,63716,269798
13392,52448,59723,839378
13393,47880,290654,876512
13394,212693,951876,653867
13395,250016,163201,822308
13396,247927,164156,985054
13397,343417,752621,880741
13398,690463,494121,868631
13399,560380,708447,612984
13400,233348,658576,219473
13401,527221,881219,206029
13402,264094,609642,72706
13403,141894,93522,897140
13404,417292,466087,555674
13405,387757,378292,702073
13406,620461,631425,133702
13407,737450,165338,856299
13408,186527,923616,231263
13409,600275,737298,257788
13410,862896,528024,496216
13411,175838,27982,263481
13412,478217,484346,158552
13413,415834,452290,999657
13414,41503,775922,690843
13415,489896,784125,190369
13416,862582,491087,497293
13417,537793,465170,147790
13418,928880,255718,553330
13419,823067,812688,704864
13420,59782,537992,424205
13421,10995,232973,53894
13422,131576,573165,859967
13423,800426,527316,440753
13424,688317,28774,896851
13425,487385,293957,319484
13426,576747,58503,1472
13427,96576,47942,134301
13428,445887,190702,23865
13429,997329,711282,176751
13430,500053,127301,871433
13431,388621,557154,590913
13432,868964,212075,42746
13433,304481,171728,814585
13434,211709,233490,944348
13435,509433,625628,644480
13436,703336,804346,60375
13437,351573,94970,166454
13438,559802,923430,264665
13439,485594,604049,725350
13440,979991,655935,214104
13441,835471,543654,913936
13442,602079,944934,158198
13443,631086,775337,911042
13444,576022,327399,428868
13445,22476,838150,793481
13446,793600,362037,285396
13447,883422,289760,467296
13448,785278,356146,705884
13449,777347,150402,997751
13450,321979,147304,932886
13451,169784,72499,467528
13452,657095,487506,794515
13453,118147,783637,113379
13454,456074,868992,26411
13455,297720,705878,977563
13456,159662,494168,817398
13457,660150,862271,239299
13458,337144,278452,229701
13459,90591,609880,401598
13460,699848,519251,724558
13461,914708,857732,557432
13462,834111,698632,244315
13463,689107,996150,846974
13464,25033,375153,749723
13465,736098,536299,439818
13466,733788,277100,172166
13467,7745,974677,443636
13468,535617,84127,698463
13469,257830,524827,151474
13470,408376,116563,334491
13471,672348,36055,262219
13472,796245,416591,62285
13473,26285,878276,594926
13474,830773,308980,396816
13475,292712,393617,13243
13476,844292,940182,719073
13477,156044,169329,568906
13478,78193,64246,135264
13479,958814,708685,627368
13480,431437,239323,840328
13481,870439,736622,28419
13482,512214,507081,937727
13483,439201,628975,410659
13484,336459,245269,480505
13485,625954,268430,56905
13486,921029,713525,281401
13487,567530,340780,35645
13488,342246,993486,480742
13489,972793,72774,548586
13490,323761,871391,311485
13491,370512,115972,159015
13492,910051,282023,755552
13493,455192,427818,268250
13494,726,698860,827457
13495,117457,87066,470032
13496,364861,678113,1112
13497,826927,9888,939025
13498,355027,246884,236893
13499,19899,66185,468475
13500,9422,759153,130186
13501,869906,606583,698789
13502,442987,973135,996587
13503,53238,831254,578610
13504,391366,502400,871198
13505,641792,906274,559392
13506,880421,834124,778546
13507,635649,614874,761387
13508,903526,732891,722776
13509,1332,879572,469067
13510,247597,733674,292894
13511,691912,95780,607590
13512,94666,790050,623230
13513,170293,815684,248121
13514,323691,3692,919676
13515,841327,14326,275748
13516,373395,778114,535169
13517,579464,471565,783466
13518,554330,66566,4009
13519,908926,246653,977060
13520,334415,798145,544833
13521,506339,476571,6309
13522,847053,57006,513011
13523,52178,157948,243313
13524,795733,80317,719552
13525,999960,768554,652740
13526,816558,397336,774312
13527,247403,989595,801505
13528,231429,593804,8228
13529,56868,662140,666421
13530,904736,809365,228101
13531,655857,726896,500301
13532,491168,913883,778570
13533,358697,13068,324041
13534,201537,973021,471585
13535,119935,887331,277565
13536,511360,956298,8667
13537,378326,158948,862671
13538,777992,617477,85986
13539,641861,17829,607442
13540,411459,677292,893034
13541,68480,791482,929233
13542,35112,583639,593052
13543,441729,504327,100206
13544,734748,775803,586302
13545,555733,901005,224777
13546,436484,843616,993235
13547,337511,326372,683753
13548,690701,540814,599214
13549,348304,53720,462369
13550,729475,87321,593076
13551,433096,415431,239071
13552,958339,64306,616277
13553,186109,652817,916363
13554,866015,801519,42543
13555,350331,341722,750006
13556,541844,810764,414687
13557,865913,442759,145050
13558,874304,364782,911736
13559,323133,697756,713732
13560,123249,106215,932946
13561,401459,913513,346278
13562,370947,271018,567601
13563,985454,145214,227520
13564,648040,489781,636175
13565,830141,483947,314577
13566,303116,443193,406251
13567,357659,773006,295473
13568,948744,177721,876721
13569,904579,88575,113364
13570,707615,502164,206994
13571,986526,307936,472589
13572,708499,450098,151086
13573,793456,411372,70468
13574,677502,514652,170286
13575,776286,525977,682282
13576,308069,735800,773278
13577,224152,574005,620505
13578,661075,139822,591556
13579,189027,11320,314651
13580,983832,821941,691153
13581,103080,462343,712813
13582,514612,469207,417296
13583,747383,809619,237248
13584,821590,499998,311498
13585,569951,213326,777152
13586,676183,561457,382932
13587,793434,719237,146789
13588,952968,64221,504742
13589,370427,738194,768933
13590,789036,794878,636493
13591,377843,45694,342506
13592,910125,299126,552477
13593,360109,810892,909045
13594,769083,919811,525813
13595,184669,227834,10888
13596,998838,913840,626037
13597,683609,213921,143546
13598,920603,495028,56866
13599,313225,200038,146181
13600,503683,765976,352359
13601,470603,142644,104559
13602,766380,123826,129245
13603,813325,437971,384762
13604,778503,909814,154819
13605,924427,829819,615175
13606,113155,384415,76806
13607,453466,544164,784433
13608,917940,103016,876056
13609,124541,156591,3823
13610,956587,740985,473565
13611,432583,422382,78465
13612,790697,61500,805730
13613,717183,967091,982473
13614,772545,504492,930834
13615,975294,494489,2170
13616,276475,702103,77296
13617,288427,641026,558544
13618,406981,810049,170674
13619,944973,856488,931788
13620,834596,588534,172753
13621,153704,343229,19598
13622,63347,758563,261318
13623,170337,624078,639024
13624,667887,645135,821028
13625,777763,772042,386332
13626,522141,565303,376436
13627,238094,54010,523461
13628,199334,82419,874010
13629,413003,460846,226001
13630,786766,129515,630875
13631,67242,420819,378813
13632,764621,270475,97073
13633,747905,280593,40042
13634,579414,352455,106716
13635,436497,953168,282770
13636,207498,620479,61221
13637,611597,552331,989429
13638,829855,265817,251363
13639,665789,76908,825984
13640,301452,524728,60842
13641,449169,20637,713100
13642,26118,968398,238449
13643,101143,402807,674186
13644,74764,353985,991175
13645,949984,907302,644818
13646,588689,394373,220962
13647,991760,194105,302774
13648,262954,310381,862833
13649,868768,280009,368089
13650,988164,786805,752422
13651,641900,452857,255089
13652,571502,323446,186583
13653,56164,93178,109871
13654,867071,87515,7852
13655,612738,322299,609672
13656,351874,590918,593183
13657,768990,279485,385271
13658,749136,627887,796142
13659,817258,860010,719031
13660,92175,230359,62544
13661,501434,487134,205155
13662,902972,674908,264413
13663,502202,121148,561552
13664,626037,82174,634229
13665,646496,287575,8525
13666,332395,460238,731483
13667,256692,993155,39904
13668,489425,474254,727096
13669,593033,173518,939861
13670,880788,373498,130622
13671,551542,604619,995449
13672,772391,206652,655823
13673,274330,114106,315053
13674,921162,996116,125774
13675,515513,625315,118540
13676,851049,899522,536687
13677,289261,337432,946453
13678,372653,600631,174592
13679,385439,889712,12022
13680,332610,650149,357529
13681,147416,707889,760743
13682,333117,935205,385219
13683,245494,907855,138384
13684,588626,847467,289912
13685,346595,197698,482127
13686,768273,250583,217421
13687,489388,162885,620444
13688,954798,855549,372742
13689,874072,148147,957764
13690,239859,951274,518527
13691,374752,417551,92807
13692,319495,21716,158450
13693,83383,402207,692524
13694,488135,439321,492506
13695,362136,289398,129556
13696,456621,35001,138884
13697,367795,797469,151973
13698,279699,796694,907630
13699,527800,605112,918039
13700,700732,198967,826462
13701,786814,688298,315521
13702,927318,430850,129394
13703,224176,153541,615734
13704,864146,577861,62822
13705,394782,54361,453874
13706,897084,777234,843034
13707,786675,266543,769457
13708,757091,113668,664625
13709,675158,135167,599591
13710,234110,389085,394445
13711,633360,446471,666363
13712,175513,864067,898436
13713,240823,658519,552293
13714,669944,996229,476395
13715,870289,587799,221783
13716,104021,333768,49646
13717,480902,125299,559058
13718,240545,950878,654140
13719,799158,47166,95307
13720,616737,923713,80504
13721,485316,764151,178647
13722,760346,238202,497862
13723,990324,394834,933863
13724,781826,963804,327904
13725,368463,497505,697394
13726,698397,359967,854493
13727,971018,695650,223631
13728,721335,423634,827490
13729,392057,539464,703669
13730,842873,708681,41254
13731,892141,340426,706186
13732,432324,497324,250815
13733,969643,93176,521565
13734,876549,581051,330400
13735,805050,773975,293952
13736,294443,232609,852965
13737,213410,454594,866379
13738,426831,13198,550981
13739,69401,371114,946633
13740,729355,540611,835880
13741,577873,88923,565645
13742,642782,684480,616733
13743,826379,493175,348184
13744,498754,708324,518797
13745,799783,25035,810562
13746,335872,212850,879282
13747,187963,555551,257783
13748,565642,567309,387371
13749,889693,815401,124706
13750,408043,922744,966451
13751,823822,519261,442076
13752,707352,590511,822728
13753,397002,190110,18719
13754,284593,113553,597649
13755,442425,379500,166591
13756,384555,738105,386684
13757,400311,533090,291113
13758,141419,427487,203681
13759,987890,190869,447236
13760,693200,767398,458493
13761,736210,171349,504369
13762,579768,877983,510532
13763,863972,958389,422030
13764,691039,472899,378530
13765,947668,603784,90693
13766,999399,400164,356189
13767,863315,74562,435301
13768,452099,861003,230914
13769,937128,960208,173193
13770,331861,800009,620110
13771,80009,661155,522526
13772,351445,473521,186624
13773,422923,308213,224783
13774,382695,291023,433019
13775,186637,58267,614837
13776,567953,460518,65676
13777,454588,911531,112335
13778,158051,723697,571778
13779,950802,416547,56460
13780,98415,608915,58075
13781,90177,729554,158068
13782,553189,953679,970644
13783,102091,415227,598957
13784,414563,34958,444499
13785,604697,620385,26704
13786,260435,45757,503293
13787,224523,262423,115537
13788,121159,641626,576145
13789,811705,343160,791568
13790,276540,710417,654694
13791,786885,545051,967198
13792,996254,301988,614815
13793,919452,557365,510139
13794,936660,495638,180923
13795,230115,470996,87409
13796,761126,3954,666703
13797,922335,293194,317432
13798,687471,938876,996495
13799,419003,466703,562619
13800,564951,242170,625807
13801,691510,988486,27822
13802,931041,530889,626810
13803,155893,555894,623534
13804,831474,946248,888519
13805,568592,167469,151539
13806,54318,770877,549895
13807,846926,126085,321150
13808,252878,797803,79291
13809,233309,288931,319189
13810,858407,303775,609310
13811,827069,289801,311736
13812,787099,482580,637619
13813,924717,324568,239164
13814,644671,769389,326536
13815,819257,66213,448588
13816,705292,839534,212835
13817,859700,898372,257582
13818,456892,574992,293829
13819,661746,932142,948216
13820,741930,975759,438117
13821,976925,310330,83969
13822,20871,463287,538691
13823,976463,443627,613468
13824,162162,887397,119158
13825,354934,243069,378809
13826,678013,495899,817700
13827,20347,680625,81328
13828,921240,289022,338021
13829,751882,218989,895710
13830,997380,50727,794202
13831,966192,103766,787030
13832,195621,95847,212697
13833,195324,380364,28194
13834,986721,431827,525048
13835,377930,641641,994329
13836,940949,813384,860050
13837,744064,720742,777059
13838,985095,832482,378961
13839,844326,181500,591773
13840,244247,626766,305335
13841,7172,874028,590756
13842,928958,26022,396594
13843,273363,87603,230928
13844,903849,346040,74741
13845,421632,875767,731395
13846,310897,76435,318304
13847,231243,290279,88310
13848,295847,894257,524831
13849,302784,601636,767745
13850,902890,93340,711078
13851,282738,972850,268933
13852,44689,753255,844127
13853,823914,53431,199711
13854,355078,265099,149023
13855,357631,445874,495980
13856,908754,916565,796321
13857,57293,406994,307532
13858,854172,280048,419266
13859,379148,277526,420046
13860,380468,793151,246416
13861,536649,895166,722253
13862,417114,697387,251559
13863,859953,454016,354406
13864,264927,218886,723734
13865,593146,834692,697926
13866,113037,201383,912667
13867,224214,856232,358
13868,782312,657727,119157
13869,994848,296671,494232
13870,771368,857808,605252
13871,509634,349834,675569
13872,486875,81586,657845
13873,433743,760550,975910
13874,193497,871446,563022
13875,899029,750708,271737
13876,855493,795074,620256
13877,531922,411538,835512
13878,535646,895172,862137
13879,394833,891027,960779
13880,49622,691799,550962
13881,191859,927878,821144
13882,959990,50272,321194
13883,554388,455571,991761
13884,968650,742393,500606
13885,583960,575074,636412
13886,32604,212404,114954
13887,915823,525096,963543
13888,433805,393511,158230
13889,337394,516567,769453
13890,610410,86978,658661
13891,390993,251153,260875
13892,744312,309918,108717
13893,930280,964965,824417
13894,639804,433039,620307
13895,440613,517917,662034
13896,678931,128661,884845
13897,760680,852232,698721
13898,226066,661288,755442
13899,768311,643310,744987
13900,260794,723446,579782
13901,644257,553028,555902
13902,91094,633825,608409
13903,127525,861177,434791
13904,371106,951227,646803
13905,461916,512944,255827
13906,824021,30632,956385
13907,171163,350025,183380
13908,598871,90605,572660
13909,106706,879455,110488
13910,24612,486744,70740
13911,799695,54708,597275
13912,924204,938876,102525
13913,707293,705704,658736
13914,393711,464361,137953
13915,880277,519833,206085
13916,907687,536206,562807
13917,188022,650653,2363
13918,815545,108634,152012
13919,887702,635929,421449
13920,169413,661215,722978
13921,398566,959530,917904
13922,169197,90704,175188
13923,62163,398977,740709
13924,14205,700517,326003
13925,621163,282248,772302
13926,877338,853577,990563
13927,257676,258075,231873
13928,782409,301042,987225
13929,512006,761835,680954
13930,802716,453703,709244
13931,211001,439538,38794
13932,764232,803361,452315
13933,535939,875260,633301
13934,722774,292975,974035
13935,566584,308434,740644
13936,41914,702358,19801
13937,947219,182290,792264
13938,751373,460270,261325
13939,962917,307772,820430
13940,561229,83915,466824
13941,507158,935101,42784
13942,53335,698832,722590
13943,513472,484642,642619
13944,73614,388136,18799
13945,357107,260906,310054
13946,948496,638397,515923
13947,556115,860909,708090
13948,926375,248723,996450
13949,20356,159489,382161
13950,841177,984860,238145
13951,380890,106933,988847
13952,460278,733041,495873
13953,405046,983311,547782
13954,323286,626633,979824
13955,718320,186192,389638
13956,666759,138765,731352
13957,380633,102520,110783
13958,207741,946519,749212
13959,969887,299164,540018
13960,848738,413417,396070
13961,577972,791641,815182
13962,685269,495713,9244
13963,569323,959550,417557
13964,778679,581840,662707
13965,933131,11992,829082
13966,88064,684753,720506
13967,79663,205291,195596
13968,923220,219652,908431
13969,547429,737715,130761
13970,907224,654613,288548
13971,723229,249587,572601
13972,734330,766877,868917
13973,238608,171847,688584
13974,665763,850258,172423
13975,864040,967430,144891
13976,244968,538625,953204
13977,264886,387162,542741
13978,485744,612775,830367
13979,661693,506228,131162
13980,42090,270871,94296
13981,231988,299661,578549
13982,435361,971523,810404
13983,93744,84363,846417
13984,871548,665996,5123
13985,238193,498021,968918
13986,338729,405218,17270
13987,774577,181050,955139
13988,630525,247143,970188
13989,707177,628991,204585
13990,831012,418245,407970
13991,72620,557095,162633
13992,626661,64508,140551
13993,643318,627031,701381
13994,314520,846766,39202
13995,742200,313135,412384
13996,683289,264594,743155
13997,989877,624264,739649
13998,710204,861642,107442
13999,834365,989947,698298
14000,506583,133016,392390
14001,889356,645844,209285
14002,688865,309783,100126
14003,851846,509002,306335
14004,760809,616112,139325
14005,402439,975469,466144
14006,381093,526308,772887
14007,445123,31518,727615
14008,906365,191853,604293
14009,681773,944036,675843
14010,973177,758083,77440
14011,311249,512185,49920
14012,648605,991357,240449
14013,779187,205966,320698
14014,434363,641698,394383
14015,934170,762982,363578
14016,863570,121679,772553
14017,259202,22552,39656
14018,30733,432301,476148
14019,100325,924985,770578
14020,875460,473487,362254
14021,720527,922561,488556
14022,322450,356352,874893
14023,542544,134763,939704
14024,282763,710348,294762
14025,935786,717737,111307
14026,519832,761830,296133
14027,347249,14681,703405
14028,391709,888234,434729
14029,4178,296318,513386
14030,157877,625259,101271
14031,368657,640219,993664
14032,928486,895842,915241
14033,875671,906055,800754
14034,453132,502640,667517
14035,196157,626135,778378
14036,461746,379724,217317
14037,304199,382673,355214
14038,118314,7206,605919
14039,604904,13735,519299
14040,8091,733222,101375
14041,732488,52090,25716
14042,155102,283567,653745
14043,976291,502710,914890
14044,883401,318317,719032
14045,150079,889600,619474
14046,853169,967964,502734
14047,902909,77322,502960
14048,929821,26210,969232
14049,228608,254193,419179
14050,392879,662648,888281
14051,931599,350202,272021
14052,202682,61250,290055
14053,618929,323381,131587
14054,803291,885226,4922
14055,610406,95141,204063
14056,416098,22859,839487
14057,198932,574369,307714
14058,268229,213451,153368
14059,168766,540692,209814
14060,874247,819857,552712
14061,403616,167217,136707
14062,469423,948798,70945
14063,921962,567697,444328
14064,220677,830117,593921
14065,964461,727973,334838
14066,771395,858757,775449
14067,40130,771839,556828
14068,463764,198426,521024
14069,117755,532593,569617
14070,56163,797202,72908
14071,105545,994274,206397
14072,29101,35527,512213
14073,15830,942842,296122
14074,986625,835668,905462
14075,747012,147478,229576
14076,43051,303479,459799
14077,999043,49639,463190
14078,803461,847813,91362
14079,278864,914748,752711
14080,142668,813217,637276
14081,517391,769405,239065
14082,866483,898943,916876
14083,41075,501164,951238
14084,801141,792983,784464
14085,474309,7772,866579
14086,142106,109590,339400
14087,561346,496550,19770
14088,891602,82755,534629
14089,913947,663269,777762
14090,537216,199529,597379
14091,160775,6826,173754
14092,507406,6095,997353
14093,33496,264666,206759
14094,677623,452465,942153
14095,522734,872195,144921
14096,893500,124912,926549
14097,910227,509018,657862
14098,365291,569037,552443
14099,991709,212368,125641
14100,560076,131029,270350
14101,343915,356189,141263
14102,29378,32629,966515
14103,163137,177368,527022
14104,7749,770807,544832
14105,955475,122309,602919
14106,433292,193752,242666
14107,402428,202195,58168
14108,122717,104601,405063
14109,101272,674198,77247
14110,719925,665975,754132
14111,930585,418202,144447
14112,226609,353609,189304
14113,617794,764597,632646
14114,519951,985891,25050
14115,965431,270984,672812
14116,536445,138115,446284
14117,560705,449555,999905
14118,483155,230558,961191
14119,172722,3614,944486
14120,551089,895943,734546
14121,10696,118649,16758
14122,745550,249894,885374
14123,334290,110308,276906
14124,400392,786253,462805
14125,168930,786378,354782
